issue_ID,issue_title,remediation,assigned_person,severity,category,system,owner_team,status,created_date,last_updated,summary,tags
ISS-00620,High CPU on Oracle-FIN-AP causing file sync backlog,"Validate scope: reproduce the issue described as 'High CPU on Oracle-FIN-AP causing file sync backlog'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Mendix-OrderApp and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sneha Bhat,Medium,Endpoint,Mendix-OrderApp,Data Platform,Open,2025-02-04 06:54:22,2025-02-11 04:54:22,High CPU on Oracle-FIN-AP causing file sync backlog. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,auth,policy,qos"
ISS-00621,Email delays to @vendor.com after change on OneDrive-User-41,"Validate scope: reproduce the issue described as 'Email delays to @vendor.com after change on OneDrive-User-41'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Yash Agarwal,Critical,Network,Oracle-SCM-INV,Network Ops,Resolved,2024-09-12 23:13:22,2024-09-26 14:13:22,Email delays to @vendor.com after change on OneDrive-User-41. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"network,latency,dns,driver"
ISS-00622,Login failures for Oracle AP due to misconfigured firewall rule,"Validate scope: reproduce the issue described as 'Login failures for Oracle AP due to misconfigured firewall rule'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-35 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Re-run patch 5000342 with prerequisite servicing stack; rollback driver if regression. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vivaan Kulkarni,Medium,Patch Mgmt,MDM-Intune-35,Endpoint Engineering,Open,2025-08-12 02:18:22,2025-08-25 18:18:22,Login failures for Oracle AP due to misconfigured firewall rule. Likely cause: outdated agent version. Verified with logs; resolved via targeted configuration correction and validation tests.,"patch-mgmt,policy,cert,latency"
ISS-00623,Login failures for Oracle AP due to outdated agent version,"Validate scope: reproduce the issue described as 'Login failures for Oracle AP due to outdated agent version'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-44 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Priya Rao,Medium,Endpoint,MDM-Intune-44,Oracle ERP,Resolved,2024-11-03 09:50:22,2024-11-15 07:50:22,Login failures for Oracle AP due to outdated agent version. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,latency,permissions,dns"
ISS-00624,Login failures for Outlook due to expired certificate,"Validate scope: reproduce the issue described as 'Login failures for Outlook due to expired certificate'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Vivaan Kulkarni,Critical,Endpoint,Oracle-SCM-INV,Collaboration (M365),Resolved,2025-01-21 15:13:22,2025-02-12 04:13:22,Login failures for Outlook due to expired certificate. Likely cause: DNS misconfiguration. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,permissions,latency,qos"
ISS-00625,VPN split-tunnel issue for SharePoint at Bengaluru Lab,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for SharePoint at Bengaluru Lab'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-SCM-INV and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Yash Agarwal,Low,Printer/Peripheral,Oracle-SCM-INV,Endpoint Engineering,Resolved,2024-11-17 01:07:22,2024-12-04 06:07:22,VPN split-tunnel issue for SharePoint at Bengaluru Lab. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"printer/peripheral,dns,patch,driver"
ISS-00626,Login failures for SAP GUI due to DNS misconfiguration,"Validate scope: reproduce the issue described as 'Login failures for SAP GUI due to DNS misconfiguration'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Edge-Switch-48 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sara Khan,High,Identity & Access,Edge-Switch-48,OT/Plant IT,In Progress,2025-04-25 07:52:22,2025-05-08 20:52:22,Login failures for SAP GUI due to DNS misconfiguration. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"identity-&-access,patch,permissions,firmware"
ISS-00627,High CPU on EDR-Defender-55 causing production halt in cell 3,"Validate scope: reproduce the issue described as 'High CPU on EDR-Defender-55 causing production halt in cell 3'. Gather diagnostics (logs, event traces, NetMon/PCAP) on PLC-Cell-15 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Ananya Joshi,Medium,Manufacturing OT,PLC-Cell-15,OT/Plant IT,Resolved,2025-02-23 21:17:22,2025-03-17 19:17:22,High CPU on EDR-Defender-55 causing production halt in cell 3. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,driver,policy,auth"
ISS-00628,Users at Bengaluru Lab cannot connect to SAP GUI: TLS handshake errors,"Validate scope: reproduce the issue described as 'Users at Bengaluru Lab cannot connect to SAP GUI: TLS handshake errors'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Oracle-FIN-AP and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sneha Bhat,Medium,Endpoint,Oracle-FIN-AP,Endpoint Engineering,Resolved,2025-05-17 15:03:22,2025-06-01 07:03:22,Users at Bengaluru Lab cannot connect to SAP GUI: TLS handshake errors. Likely cause: expired certificate. Verified with logs; resolved via targeted configuration correction and validation tests.,"endpoint,driver,policy,firmware"
ISS-00629,Email delays to @partner.org after change on Email-Exchange-15,"Validate scope: reproduce the issue described as 'Email delays to @partner.org after change on Email-Exchange-15'. Gather diagnostics (logs, event traces, NetMon/PCAP) on VPN-Gateway-100 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rohan Mehta,Critical,Identity & Access,VPN-Gateway-100,Collaboration (M365),In Progress,2025-04-07 01:21:22,2025-05-03 21:21:22,Email delays to @partner.org after change on Email-Exchange-15. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"identity-&-access,latency,patch,dns"
ISS-00630,VPN split-tunnel issue for Teams at Chennai Office,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Teams at Chennai Office'. Gather diagnostics (logs, event traces, NetMon/PCAP) on Azure-Storage-35 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Coordinate maintenance window; apply vendor firmware; validate PLC/SCADA comms with loopback tests. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Sneha Bhat,Low,Manufacturing OT,Azure-Storage-35,Data Platform,Known Issue,2024-08-28 11:24:22,2024-09-01 22:24:22,VPN split-tunnel issue for Teams at Chennai Office. Likely cause: token cache corruption. Verified with logs; resolved via targeted configuration correction and validation tests.,"manufacturing-ot,cache,patch,driver"
ISS-00631,SharePoint permissions drift on Email-Exchange-25 leads to TLS handshake errors,"Validate scope: reproduce the issue described as 'SharePoint permissions drift on Email-Exchange-25 leads to TLS handshake errors'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-31 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Correct permissions/connectors; reindex search; clear client cache and reauthenticate. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Rahul Verma,High,Email,MDM-Intune-31,Network Ops,Resolved,2024-10-17 07:47:22,2024-11-09 12:47:22,SharePoint permissions drift on Email-Exchange-25 leads to TLS handshake errors. Likely cause: driver regression after patch. Verified with logs; resolved via targeted configuration correction and validation tests.,"email,patch,permissions,cert"
ISS-00632,VPN split-tunnel issue for Oracle AP at Noida Office,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Oracle AP at Noida Office'. Gather diagnostics (logs, event traces, NetMon/PCAP) on VPN-Gateway-13 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Meera Desai,High,Mendix App,VPN-Gateway-13,Service Desk,Resolved,2025-06-29 20:16:22,2025-07-17 01:16:22,VPN split-tunnel issue for Oracle AP at Noida Office. Likely cause: stale device record. Verified with logs; resolved via targeted configuration correction and validation tests.,"mendix-app,dns,auth,cache"
ISS-00633,VPN split-tunnel issue for Oracle AP at Pune Plant,"Validate scope: reproduce the issue described as 'VPN split-tunnel issue for Oracle AP at Pune Plant'. Gather diagnostics (logs, event traces, NetMon/PCAP) on MDM-Intune-2 and impacted clients. Identify blast radius by checking recent changes (patches, policy updates, cert renewals). Adjust ACL/NAT and QoS; update route tables; clear ARP/conntrack where needed. Apply targeted fix and document exact commands/GUI steps. Verify resolution with the requester; monitor for 24 hours; create problem record if it recurs.",Nisha Menon,Critical,Network,MDM-Intune-2,OT/Plant IT,Open,2025-02-23 12:10:22,2025-03-18 16:10:22,VPN split-tunnel issue for Oracle AP at Pune Plant. Likely cause: timezone mismatch. Verified with logs; resolved via targeted configuration correction and validation tests.,"network,driver,patch,cert"
